customer_id,First_Name,Last_Name,gender,DOB,AGE,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,deceased_indicator,tenure,Owns_Car,Address,Postcode,State,Country,property_valuation
1135,Mireielle,Avrasin,Female,5/3/1980,42,60,Financial Services,Mass Customer,N,11,Yes,1792 Judy Road,2539,New South Wales,Australia,6
1136,Ivan,Blackhall,Male,8/31/1977,45,72,Property,High Net Worth,N,7,No,92 Melvin Hill,2147,New South Wales,Australia,9
1137,Jermayne,Hryniewicki,Male,7/3/1977,45,46,n/a,Mass Customer,N,18,No,592 Merry Lane,3184,Victoria,Australia,3
1138,Elli,Loxdale,Female,9/21/1991,31,77,Retail,Mass Customer,N,5,Yes,6 Dapin Park,4503,Queensland,Australia,6
1139,Shellysheldon,Wickey,Male,9/15/1982,40,52,Manufacturing,Mass Customer,N,16,Yes,03 Holmberg Park,4127,Queensland,Australia,2
1140,Deana,Rathbourne,Female,2/25/1986,36,32,n/a,Mass Customer,N,13,Yes,8587 Graceland Way,2206,New South Wales,Australia,10
1141,Shannah,Gritsaev,Female,9/19/1981,41,70,Financial Services,High Net Worth,N,4,Yes,91 Messerschmidt Trail,3162,Victoria,Australia,11
1142,Michal,Paiton,Male,5/7/1998,24,95,Telecommunications,Mass Customer,N,2,No,5998 Bayside Terrace,2526,New South Wales,Australia,9
1143,Goraud,Boissieux,Male,3/6/1955,67,64,Health,Mass Customer,N,6,Yes,107 Moland Court,2579,New South Wales,Australia,5
1144,Damon,Phelip,Male,12/12/1996,26,73,Health,High Net Worth,N,5,Yes,4439 7th Terrace,2177,New South Wales,Australia,9
1145,Korella,Begin,Female,9/26/1965,57,80,Property,Mass Customer,N,14,Yes,2272 Dennis Alley,3165,Victoria,Australia,10
1146,Hadleigh,Birley,Male,8/31/1992,30,88,Financial Services,High Net Worth,N,8,No,0 Scofield Plaza,3201,Victoria,Australia,4
1147,Tate,Studholme,Male,7/9/1968,54,71,Entertainment,High Net Worth,N,9,Yes,51152 Brickson Park Crossing,2768,New South Wales,Australia,9
1148,Inigo,Ojeda,Male,9/28/1987,35,60,Financial Services,High Net Worth,N,5,No,4668 Coleman Street,2160,New South Wales,Australia,5
1149,Ki,Odo,Female,9/30/1967,55,29,n/a,Affluent Customer,N,14,Yes,8 Moland Junction,2148,New South Wales,Australia,7
1150,Bernelle,Warwick,Female,9/26/1975,47,64,Financial Services,Mass Customer,N,13,Yes,1 Raven Junction,4502,Queensland,Australia,4
1151,Brena,Amburgy,Female,4/6/1965,57,27,Argiculture,High Net Worth,N,19,Yes,40570 Acker Alley,2166,New South Wales,Australia,9
1152,Humfrid,Ducket,Male,6/23/1998,24,47,Financial Services,Mass Customer,N,3,Yes,893 Petterle Trail,4551,Queensland,Australia,10
1153,Mirilla,Lothlorien,Female,1/17/1995,27,53,Health,Mass Customer,N,3,Yes,84 Monument Terrace,4127,Queensland,Australia,4
1154,Chase,Youd,Male,11/24/1974,48,26,Health,Mass Customer,N,20,Yes,0103 Bay Junction,2222,New South Wales,Australia,11
1155,Janetta,Hartrick,Female,1/15/1994,28,73,Property,Mass Customer,N,9,Yes,9618 Havey Place,2710,New South Wales,Australia,1
1156,Breena,Risebrow,Female,10/16/1997,25,22,Argiculture,Mass Customer,N,1,Yes,098 Veith Hill,4510,Queensland,Australia,3
1157,Saunder,Camerati,Male,4/3/1974,48,69,Health,Affluent Customer,N,17,Yes,03058 Shoshone Lane,2090,New South Wales,Australia,12
1158,Butch,Geertje,Male,2/17/1985,37,85,n/a,Mass Customer,N,19,Yes,7975 Browning Plaza,3038,Victoria,Australia,4
1159,Elbert,Bridgement,Male,1/28/1993,29,94,Entertainment,Mass Customer,N,1,No,154 Cambridge Point,3551,Victoria,Australia,8
1160,Trisha,Nisuis,Female,4/8/1965,57,98,IT,Affluent Customer,N,10,No,3 Sachs Point,2250,New South Wales,Australia,7
1161,Sibylle,Cutsforth,Female,1/14/1977,45,86,Retail,Mass Customer,N,15,No,0386 Mayfield Way,4122,Queensland,Australia,7
1162,Ambrose,Raiston,Male,4/13/1990,32,29,n/a,Mass Customer,N,7,Yes,24 Merchant Plaza,3031,Victoria,Australia,10
1163,Manolo,Dwire,Male,11/13/1981,41,77,Financial Services,High Net Worth,N,8,Yes,353 Oneill Park,3145,Victoria,Australia,9
1164,Gilligan,Mowat,Female,1/9/1977,45,97,Health,Mass Customer,N,17,Yes,92867 Lukken Lane,3142,Victoria,Australia,9
1165,Fanni,Wakelin,Female,6/23/1993,29,58,Financial Services,High Net Worth,N,2,No,11 Corscot Plaza,2710,New South Wales,Australia,1
1166,Fannie,Devil,Female,12/5/1972,50,40,Health,Affluent Customer,N,8,No,13 Buhler Plaza,2576,New South Wales,Australia,8
1167,Elberta,Crickett,Female,6/3/1996,26,20,Health,Mass Customer,N,4,No,72673 Mayfield Trail,4209,Queensland,Australia,6
1168,Iosep,Shaddick,Male,2/16/1965,57,44,Health,Affluent Customer,N,18,No,42739 Moose Pass,3442,Victoria,Australia,8
1169,Kessiah,Corden,Female,8/9/1967,55,33,Financial Services,Mass Customer,N,13,Yes,3 Atwood Lane,2153,New South Wales,Australia,10
1170,Lari,Rotte,Female,11/30/1964,58,62,IT,Mass Customer,N,4,Yes,378 Prentice Point,4064,Queensland,Australia,9
1171,Ilise,Solloway,Female,8/15/1971,51,32,n/a,Affluent Customer,N,8,Yes,95 Forest Run Drive,4152,Queensland,Australia,8
1172,Smith,Babbs,Male,4/12/1974,48,48,n/a,Mass Customer,N,17,Yes,20 Main Road,2230,New South Wales,Australia,9
1173,Gertie,Chaim,Female,3/2/1978,44,58,Retail,High Net Worth,N,16,No,71 Cherokee Hill,2127,New South Wales,Australia,7
1175,Paige,Hodgin,Male,9/22/1985,37,8,n/a,Mass Customer,N,8,No,79 Grasskamp Center,2170,New South Wales,Australia,9
1176,Celia,Dockerty,Female,1/16/1976,46,7,n/a,Affluent Customer,N,7,Yes,6541 Dahle Junction,2212,New South Wales,Australia,9
1177,Bobbette,Pozzi,Female,8/31/1953,69,47,Health,Affluent Customer,N,6,Yes,858 Swallow Parkway,2150,New South Wales,Australia,8
1178,Angelo,Byne,Male,5/26/1970,52,1,Health,Mass Customer,N,13,No,0005 Independence Drive,2118,New South Wales,Australia,9
1179,Kerry,Pashenkov,Male,8/15/1988,34,56,Financial Services,High Net Worth,N,13,Yes,525 Kedzie Street,4012,Queensland,Australia,8
1180,Gaye,Quickenden,Female,8/17/1975,47,48,Financial Services,Affluent Customer,N,10,No,03890 Logan Court,2747,New South Wales,Australia,8
1181,Brita,Plant,Female,6/6/1978,44,2,Argiculture,Mass Customer,N,8,No,8 Clyde Gallagher Court,4217,Queensland,Australia,8
1182,Carolann,Ottiwill,Female,1/11/1975,47,84,IT,Mass Customer,N,7,Yes,62 Elka Terrace,2430,New South Wales,Australia,3
1183,Joe,Shalliker,Male,11/14/1958,64,50,n/a,Affluent Customer,N,6,No,85931 Johnson Alley,3039,Victoria,Australia,6
1184,Auberta,Teodori,Female,10/7/1968,54,89,Health,Mass Customer,N,13,No,63588 Clove Court,2017,New South Wales,Australia,9
1185,Xena,Rossbrooke,Female,7/23/2000,22,17,n/a,Mass Customer,N,2,Yes,86 Stang Way,2213,New South Wales,Australia,10
1186,Brantley,Cecchi,Male,5/28/1977,45,70,Manufacturing,Affluent Customer,N,20,Yes,84 Westridge Hill,2061,New South Wales,Australia,10
1187,Antonino,Hogben,Male,10/21/1998,24,65,Financial Services,Mass Customer,N,1,No,53740 Vera Parkway,3644,Victoria,Australia,1
1188,Sally,Cominoli,Female,2/23/1984,38,14,n/a,Affluent Customer,N,4,Yes,2 Ramsey Parkway,2104,New South Wales,Australia,11
1189,Mart,Bazoche,Male,8/29/1988,34,22,Health,High Net Worth,N,8,Yes,651 Mesta Drive,3173,Victoria,Australia,9
1190,Sib,Gilby,Female,9/7/1968,54,67,Financial Services,Affluent Customer,N,10,Yes,1 Merrick Parkway,2830,New South Wales,Australia,2
1191,Merrielle,Vegas,Female,5/22/1996,26,20,n/a,Mass Customer,N,1,Yes,135 Crest Line Drive,2044,New South Wales,Australia,10
1192,Hollyanne,McCarter,Female,12/12/1969,53,31,Manufacturing,Mass Customer,N,16,No,63576 Anzinger Trail,2168,New South Wales,Australia,9
1193,Quintus,Whear,Male,1/21/1986,36,58,Retail,High Net Worth,N,5,No,05 Charing Cross Plaza,2320,New South Wales,Australia,5
1194,Audry,Scurrey,Female,3/25/1992,30,69,Telecommunications,Affluent Customer,N,3,No,261 Farmco Drive,4118,Queensland,Australia,4
1195,Ally,Folliott,Female,3/22/1978,44,0,Telecommunications,Mass Customer,N,18,No,0 Northport Hill,3043,Victoria,Australia,8
1196,Phillie,Bradforth,Female,3/19/1998,24,23,Health,Mass Customer,N,2,No,894 Maple Wood Drive,2251,New South Wales,Australia,10
1197,Isobel,Lampett,Female,10/16/1997,25,44,Financial Services,High Net Worth,N,5,Yes,05 Daystar Lane,2560,New South Wales,Australia,8
1198,Alina,Rickson,Female,9/30/1973,49,73,Retail,High Net Worth,N,7,No,81167 Division Hill,2873,New South Wales,Australia,1
1199,Ludovico,Bertot,Male,6/14/1958,64,7,Financial Services,Affluent Customer,N,5,Yes,761 Bellgrove Lane,2541,New South Wales,Australia,7
1200,Hedda,Lathom,Female,4/30/1974,48,38,Entertainment,High Net Worth,N,18,No,614 Shopko Trail,4350,Queensland,Australia,3
1201,Stephani,Mellhuish,Female,11/28/1955,67,42,Manufacturing,Mass Customer,N,10,No,1911 Waxwing Point,2761,New South Wales,Australia,9
1202,Rollie,,Male,2/26/1992,30,90,Retail,Mass Customer,N,8,Yes,0 Kedzie Junction,2155,New South Wales,Australia,10
1203,Claresta,Carnier,Female,5/6/1988,34,38,Health,Affluent Customer,N,22,No,0108 Forster Parkway,4017,Queensland,Australia,6
1204,Trudy,Huffy,Female,3/24/1971,51,12,Manufacturing,Affluent Customer,N,16,Yes,466 Briar Crest Junction,2222,New South Wales,Australia,10
1205,Barton,Baudts,Male,6/5/1978,44,38,Manufacturing,Affluent Customer,N,13,No,6072 Ridge Oak Junction,2222,New South Wales,Australia,10
1206,Lucina,Metcalf,Female,5/7/1978,44,13,Financial Services,Mass Customer,N,13,No,31445 Morningstar Drive,3429,Victoria,Australia,5
1207,Mabel,Marousek,Female,9/25/1997,25,30,Health,Mass Customer,N,1,No,22619 Schurz Street,2321,New South Wales,Australia,4
1208,Lira,Durn,Female,12/26/1983,39,23,Financial Services,Mass Customer,N,15,No,61 Kim Avenue,2079,New South Wales,Australia,10
1209,Jacky,Jerosch,Male,9/6/1977,45,40,Property,High Net Worth,N,11,Yes,12103 Merchant Circle,3072,Victoria,Australia,9
1211,Gunar,Petasch,Male,7/23/1978,44,45,Financial Services,Affluent Customer,N,14,Yes,7 Luster Trail,2007,New South Wales,Australia,8
1212,Cindy,Freeborn,Female,10/24/1968,54,28,Property,Affluent Customer,N,13,No,7 Dahle Avenue,2620,New South Wales,Australia,9
1213,Matthieu,Schruur,Male,10/21/1973,49,80,n/a,High Net Worth,N,15,No,7 Magdeline Trail,3034,Victoria,Australia,10
1214,Martino,Shalcros,Male,5/1/1989,33,0,Property,High Net Worth,N,15,No,275 Lindbergh Parkway,2086,New South Wales,Australia,11
1215,Dyann,Turbard,Female,2/26/1967,55,79,Manufacturing,Mass Customer,N,11,No,592 Tennessee Alley,2231,New South Wales,Australia,10
1216,Frank,Vallerine,Female,6/25/1959,63,15,Telecommunications,Affluent Customer,N,10,Yes,0 American Ash Parkway,3175,Victoria,Australia,7
1217,Dulcinea,Janssen,Female,8/19/1968,54,67,Manufacturing,High Net Worth,N,16,No,387 Pawling Drive,2580,New South Wales,Australia,4
1218,Marlie,Lister,Female,1/9/1982,40,12,n/a,Mass Customer,N,7,Yes,0 Evergreen Road,3037,Victoria,Australia,7
1219,Kaine,Parkeson,Male,11/4/1971,51,93,Financial Services,Mass Customer,N,14,No,51529 Cascade Place,3550,Victoria,Australia,4
1220,Paulie,Akerman,Male,6/8/1987,35,12,n/a,High Net Worth,N,14,No,457 Ryan Road,3218,Victoria,Australia,7
1221,Byrom,Draisey,Male,9/25/1995,27,75,Health,High Net Worth,N,14,Yes,94219 Buell Circle,2020,New South Wales,Australia,9
1222,Barbey,Ville,Female,11/1/1970,52,83,Property,Mass Customer,N,19,No,267 Lukken Park,3930,Victoria,Australia,9
1223,Kristyn,,Female,1/5/1965,57,19,Manufacturing,Mass Customer,N,16,Yes,54 Harbort Road,2480,New South Wales,Australia,7
1224,Aundrea,Reisenberg,Female,4/4/1977,45,9,Manufacturing,Mass Customer,N,16,No,81 American Place,2259,New South Wales,Australia,6
1225,Arte,Witchell,Male,1/22/1988,34,5,Health,Mass Customer,N,10,Yes,2388 Thackeray Place,3130,Victoria,Australia,10
1226,Constantia,Sirr,Female,3/16/1981,41,32,Health,Mass Customer,N,13,Yes,85957 Basil Way,3029,Victoria,Australia,7
1227,Carlina,Pencot,Female,9/30/1989,33,63,IT,Affluent Customer,N,12,Yes,01 Cottonwood Junction,2285,New South Wales,Australia,7
1228,Marti,Bisterfeld,Female,4/27/1962,60,43,Financial Services,Affluent Customer,N,6,No,37 Sutherland Terrace,2830,New South Wales,Australia,4
1229,Sebastian,Trass,Male,1/8/2000,22,38,Manufacturing,Affluent Customer,N,1,Yes,7929 Grasskamp Trail,2119,New South Wales,Australia,11
1230,Eben,Powley,Male,7/24/1985,37,61,Financial Services,Mass Customer,N,10,Yes,4 Hoard Pass,2153,New South Wales,Australia,9
1231,Aloisia,Shawel,Female,7/28/1973,49,94,Health,Affluent Customer,N,18,No,2 Dunning Alley,2120,New South Wales,Australia,10
1232,Stillmann,Wilfling,Male,9/12/1959,63,83,Property,Affluent Customer,N,20,No,61949 7th Road,4573,Queensland,Australia,8
1233,Keeley,Hawsby,Female,7/7/1978,44,17,Retail,Affluent Customer,N,16,Yes,26 Lotheville Court,2085,New South Wales,Australia,11
1234,Rancell,Yven,Male,4/19/1965,57,87,n/a,Mass Customer,N,17,No,3765 Mandrake Alley,2763,New South Wales,Australia,9
1235,Sharon,Cranage,Female,2/28/1969,53,24,Health,Mass Customer,N,9,No,67348 Lakewood Gardens Road,2852,New South Wales,Australia,2
1236,Bryanty,Megarrell,Male,5/21/1974,48,75,Financial Services,High Net Worth,N,18,Yes,014 Birchwood Parkway,3030,Victoria,Australia,7
1237,Junia,Humerstone,Female,12/31/1969,53,6,Health,High Net Worth,N,16,No,17357 Katie Center,3677,Victoria,Australia,4
1238,Steward,Beedham,Male,6/1/1978,44,24,n/a,Affluent Customer,N,6,Yes,5772 Kennedy Junction,3030,Victoria,Australia,5
1239,Carroll,Cobbin,Male,2/28/1978,44,9,n/a,Mass Customer,N,17,Yes,560 Melody Alley,4122,Queensland,Australia,7
1240,Pen,Earey,Female,5/13/1965,57,64,Manufacturing,Mass Customer,N,19,Yes,92 Waubesa Center,2760,New South Wales,Australia,8
1241,Lolly,Junkison,Female,3/22/1986,36,23,Health,Affluent Customer,N,11,Yes,359 Kropf Point,2750,New South Wales,Australia,9
1242,Bartholomeo,Meeke,Male,2/4/1973,49,36,Property,High Net Worth,N,18,Yes,75 Scott Place,3806,Victoria,Australia,7
1243,Robbert,Blakey,Male,8/9/1953,69,73,Retail,Mass Customer,N,8,No,2 Eliot Lane,2155,New South Wales,Australia,11
1245,Erin,Shawell,Male,5/31/1994,28,34,Manufacturing,Affluent Customer,N,1,No,9 7th Terrace,2155,New South Wales,Australia,10
1246,Ibrahim,Wibrew,Male,8/10/1993,29,94,n/a,High Net Worth,N,6,No,65209 Merrick Avenue,4873,Queensland,Australia,2
1247,Hildagarde,Eyrl,Female,10/5/1960,62,15,Entertainment,Affluent Customer,N,11,No,90351 Duke Junction,4820,Queensland,Australia,1
1248,Genia,Bartel,Female,12/18/1963,59,31,n/a,Affluent Customer,N,7,Yes,47 Glacier Hill Junction,4873,Queensland,Australia,2
1249,Tabb,McKeowon,Male,10/31/1967,55,11,Telecommunications,Mass Customer,N,16,No,7978 Carberry Way,4817,Queensland,Australia,2
1250,Jacklyn,Kewley,Female,11/2/2001,21,42,Manufacturing,Mass Customer,N,1,No,795 Arapahoe Hill,4818,Queensland,Australia,7
1251,Codie,Arnecke,Male,10/1/1997,25,63,Property,Mass Customer,N,2,No,6 Lerdahl Plaza,4519,Queensland,Australia,6
1252,Les,Ellwood,Male,1/16/1965,57,46,Manufacturing,Mass Customer,N,14,Yes,60320 Emmet Road,4806,Queensland,Australia,4
1253,Mahalia,,Female,8/19/1996,26,81,Manufacturing,Mass Customer,N,5,No,11 Golf Pass,4805,Queensland,Australia,2
1254,Quillan,McDuffie,Male,12/18/1958,64,60,Retail,Mass Customer,N,5,Yes,563 Northport Drive,4701,Queensland,Australia,1
1255,Erhart,Glazebrook,Male,5/20/1982,40,5,Health,Affluent Customer,N,11,No,8 Eggendart Court,2478,New South Wales,Australia,9
1256,Granny,Lukes,Male,5/11/1986,36,8,Health,High Net Worth,N,9,No,91336 Spenser Street,4560,Queensland,Australia,6
1257,Prentiss,MacVicar,Male,6/19/1972,50,40,Property,Affluent Customer,N,9,Yes,33 Rockefeller Avenue,4740,Queensland,Australia,2
1258,Nefen,Ferriere,Male,4/21/1978,44,89,Manufacturing,Mass Customer,N,6,No,71 Sundown Circle,4720,Queensland,Australia,1
1259,Emmi,Dymock,Female,11/24/1973,49,23,Financial Services,Mass Customer,N,9,No,33 Bayside Way,4702,Queensland,Australia,1
1260,Fremont,Spawton,Male,10/1/1989,33,92,Property,Mass Customer,N,9,No,23 Hollow Ridge Avenue,4702,Queensland,Australia,2
1261,Candice,Lohde,Female,2/16/1971,51,61,Manufacturing,Mass Customer,N,4,No,16623 Mariners Cove Plaza,4127,Queensland,Australia,2
1262,Aindrea,MacConchie,Female,12/7/1967,55,90,n/a,High Net Worth,N,19,Yes,884 Shoshone Lane,4670,Queensland,Australia,3
1263,Elliot,Posselow,Male,6/16/1973,49,41,Manufacturing,Affluent Customer,N,8,No,12 Prentice Point,4670,Queensland,Australia,1
1264,Michail,Heart,Male,2/28/1994,28,48,Health,Mass Customer,N,7,Yes,7008 Warner Park,4670,Queensland,Australia,2
1265,Kipper,Monck,Male,7/22/1987,35,72,Property,Mass Customer,N,2,Yes,51673 Heffernan Park,4655,Queensland,Australia,3
1266,Harry,,Male,5/2/1978,44,68,Health,Mass Customer,N,10,Yes,32 Meadow Ridge Alley,4610,Queensland,Australia,1
1267,Leopold,Dainton,Male,6/3/1979,43,39,Entertainment,Affluent Customer,N,19,Yes,37 Clarendon Lane,4655,Queensland,Australia,3
1268,Baudoin,McCartney,Male,12/6/1989,33,20,Financial Services,High Net Worth,N,2,Yes,7 Onsgard Court,4551,Queensland,Australia,9
1269,Ravid,Kilgallon,Male,8/25/1990,32,56,Property,High Net Worth,N,7,Yes,543 Victoria Park,4702,Queensland,Australia,6
1270,Cullen,Langshaw,Male,2/27/1983,39,72,Financial Services,Affluent Customer,N,10,No,640 Toban Hill,4702,Queensland,Australia,6
1271,Jo-anne,Pringer,Female,7/11/1994,28,71,Telecommunications,Mass Customer,N,6,Yes,93 Corben Crossing,4506,Queensland,Australia,4
1272,Nettie,Bulfit,Female,4/4/1985,37,2,Manufacturing,Affluent Customer,N,17,No,26 Portage Junction,4503,Queensland,Australia,5
1273,Hieronymus,Whinray,Male,7/31/1974,48,48,Financial Services,Affluent Customer,N,14,Yes,7928 Mendota Circle,4503,Queensland,Australia,2
1274,Emmerich,Tinkler,Male,11/16/1977,45,12,Manufacturing,Mass Customer,N,20,No,1075 Raven Place,4512,Queensland,Australia,7
1275,Francisca,Whittek,Female,1/10/1966,56,70,Health,Mass Customer,N,8,Yes,0 Summerview Pass,4511,Queensland,Australia,2
1276,Farrel,Waiting,Male,6/7/1964,58,24,Health,Affluent Customer,N,4,No,7310 Shopko Trail,4500,Queensland,Australia,8
1277,Elias,Gerrie,Male,12/26/1972,50,26,n/a,Mass Customer,N,9,Yes,6659 Kenwood Plaza,4380,Queensland,Australia,1
1278,Betsy,Schruurs,Female,11/15/1998,24,14,Health,Affluent Customer,N,2,No,41 Knutson Alley,4370,Queensland,Australia,4
1279,Burr,Lygoe,Male,8/12/1962,60,30,Financial Services,Mass Customer,N,20,No,67396 Roxbury Court,4817,Queensland,Australia,3
1280,Horacio,Peyntue,Male,1/24/1978,44,71,Manufacturing,High Net Worth,N,15,Yes,55 Hauk Court,4350,Queensland,Australia,7
1281,Leighton,Zisneros,Male,7/7/1968,54,29,Manufacturing,Affluent Customer,N,16,Yes,131 Tony Road,4213,Queensland,Australia,8
1282,Garald,Pidler,Male,11/15/1980,42,99,Entertainment,Affluent Customer,N,14,Yes,791 Elgar Trail,4340,Queensland,Australia,5
1283,Tory,Minnette,Female,8/23/1994,28,43,Health,Mass Customer,N,1,No,617 Welch Street,4122,Queensland,Australia,7
1284,Alexis,Aronov,Male,1/28/1976,46,30,Entertainment,Affluent Customer,N,11,No,1 Namekagon Plaza,4306,Queensland,Australia,8
1285,Tomkin,Fudge,Male,5/23/1973,49,44,Manufacturing,Mass Customer,N,12,Yes,3 Blaine Road,4306,Queensland,Australia,6
1286,Mina,Clawley,Female,6/28/1975,47,83,Manufacturing,High Net Worth,N,16,Yes,77 Pankratz Plaza,4306,Queensland,Australia,8
1287,Nicko,Saddleton,Male,10/23/1960,62,72,Financial Services,Mass Customer,N,20,Yes,4081 Veith Lane,4306,Queensland,Australia,4
1288,Abra,Cuardall,Female,10/7/1979,43,51,Financial Services,Affluent Customer,N,18,Yes,55 Elgar Park,4306,Queensland,Australia,7
1289,Shelley,Stroyan,Male,7/16/1973,49,35,n/a,Mass Customer,N,8,Yes,9821 Fair Oaks Trail,4306,Queensland,Australia,1
1290,Vassily,Ramalho,Male,8/8/1967,55,49,Financial Services,High Net Worth,N,6,Yes,19679 Buell Pass,4305,Queensland,Australia,5
1291,Warner,Zuker,Male,8/16/1980,42,0,Health,Mass Customer,N,12,No,8 Kinsman Alley,4304,Queensland,Australia,2
1292,Alice,Backson,Female,6/2/1961,61,56,n/a,Affluent Customer,N,20,No,9989 Toban Way,4301,Queensland,Australia,3
1293,Vidovic,Fretson,Male,10/7/1980,42,89,IT,Mass Customer,N,8,No,378 Butterfield Pass,4300,Queensland,Australia,6
1294,Cari,Worling,Female,9/28/1974,48,31,Manufacturing,Mass Customer,N,15,Yes,7 Schurz Parkway,4212,Queensland,Australia,7
1295,Irving,Murton,Male,1/25/1997,25,66,Argiculture,Mass Customer,N,5,Yes,07780 Autumn Leaf Drive,4209,Queensland,Australia,7
1296,Essy,Vondrak,Female,3/11/1989,33,61,Financial Services,Affluent Customer,N,9,Yes,87 Reinke Drive,4211,Queensland,Australia,6
1297,Shay,Gimbart,Male,2/12/1981,41,91,Health,Mass Customer,N,3,No,3 Gina Center,4210,Queensland,Australia,7
1298,Guglielmo,Yele,Male,4/6/1974,48,35,Health,Mass Customer,N,16,No,029 Scott Center,4205,Queensland,Australia,5
1299,Maddy,Aiskovitch,Female,1/17/1977,45,72,n/a,Affluent Customer,N,12,No,36072 Lakewood Gardens Court,4051,Queensland,Australia,8
1300,Sisely,Strelitzer,Female,3/10/1991,31,0,Financial Services,Affluent Customer,N,9,Yes,408 Grover Place,4165,Queensland,Australia,9
1301,Trix,,Female,11/25/1991,31,17,Health,Mass Customer,N,9,No,392 Ridge Oak Road,4165,Queensland,Australia,7
1302,Ericka,Eggers,Female,5/3/1998,24,29,Financial Services,Affluent Customer,N,2,Yes,9 Sugar Junction,4053,Queensland,Australia,7
1303,Nollie,Guilliatt,Male,4/27/1972,50,64,Argiculture,Mass Customer,N,15,No,0917 Golf View Parkway,4217,Queensland,Australia,1
1304,Emmy,Lumbly,Male,11/16/1977,45,23,n/a,High Net Worth,N,11,No,16039 Warrior Parkway,4130,Queensland,Australia,7
1305,Averil,Gentiry,Male,3/1/1970,52,97,Financial Services,High Net Worth,N,6,Yes,3 School Place,4124,Queensland,Australia,4
1306,Doyle,Oleksinski,Male,4/12/1956,66,13,Health,Affluent Customer,N,13,Yes,9120 Corry Avenue,4208,Queensland,Australia,7
1307,Emlyn,Musgrave,Female,9/6/1970,52,73,Health,High Net Worth,N,10,Yes,2 Shoshone Way,4123,Queensland,Australia,6
1308,Andrey,Conre,Male,8/27/1976,46,34,n/a,Affluent Customer,N,18,Yes,32 Vidon Point,4118,Queensland,Australia,7
1309,Adlai,Fabry,Male,3/22/1977,45,95,n/a,Mass Customer,N,13,No,515 Bunting Point,4115,Queensland,Australia,8
1310,Keane,Leebeter,Male,12/20/1986,36,38,Manufacturing,High Net Worth,N,13,Yes,67727 Westerfield Hill,4164,Queensland,Australia,9
1311,Sharona,Cunah,Female,10/6/1984,38,89,Financial Services,Mass Customer,N,13,Yes,0 Moland Parkway,4127,Queensland,Australia,7
1312,Magda,Baugh,Female,7/16/1994,28,96,Health,Affluent Customer,N,8,No,764 Dahle Alley,4115,Queensland,Australia,8
1313,Hughie,Laboune,Male,2/9/1986,36,59,Property,Mass Customer,N,22,No,72 Shasta Plaza,4152,Queensland,Australia,4
1314,De,Eilhart,Female,2/23/1970,52,25,Health,Mass Customer,N,6,Yes,210 Esch Park,2452,New South Wales,Australia,8
1315,Ebba,Comport,Female,6/24/1973,49,46,IT,Mass Customer,N,12,Yes,55326 Fulton Hill,3931,Victoria,Australia,10
1316,Steven,Castellaccio,Male,3/6/1990,32,79,Retail,High Net Worth,N,18,Yes,482 Bartelt Junction,4280,Queensland,Australia,7
1317,Barrett,Lindley,Male,1/18/1973,49,2,Retail,Mass Customer,N,5,Yes,58563 Monterey Hill,4300,Queensland,Australia,2
1318,Barbe,Assender,Female,8/17/1966,56,10,Financial Services,Mass Customer,N,4,Yes,889 Straubel Way,4055,Queensland,Australia,6
1319,Trevor,St. Paul,Male,7/18/1955,67,20,Entertainment,Mass Customer,N,12,Yes,9 Dawn Court,4128,Queensland,Australia,2
1320,Fae,,Female,10/29/1983,39,4,Manufacturing,High Net Worth,N,7,Yes,1988 Bartillon Terrace,4500,Queensland,Australia,3
1321,Bree,Domenge,Female,7/5/1994,28,29,Argiculture,Affluent Customer,N,8,No,57384 Sycamore Park,4370,Queensland,Australia,6
1322,Kathye,Christie,Female,10/16/2001,21,37,Financial Services,Mass Customer,N,1,Yes,276 Hoffman Road,4017,Queensland,Australia,8
1323,Kristofor,Mockes,Male,4/4/1988,34,27,n/a,High Net Worth,N,9,Yes,98791 Johnson Way,4053,Queensland,Australia,7
1324,Randie,Arnowitz,Female,2/22/1978,44,88,Manufacturing,Mass Customer,N,11,No,7 John Wall Parkway,4020,Queensland,Australia,5
1325,Ty,Belliard,Male,8/25/1968,54,67,Argiculture,High Net Worth,N,14,Yes,0693 Eagan Court,4019,Queensland,Australia,4
1326,Goddard,Tinn,Male,2/23/1966,56,15,Health,Affluent Customer,N,5,Yes,38 Main Park,3188,Victoria,Australia,8
1327,Sarita,Khosa,Female,11/25/1995,27,57,Property,Affluent Customer,N,6,No,2 Shasta Street,3977,Victoria,Australia,8
1328,Stavro,Gargett,Male,9/2/1981,41,19,IT,Mass Customer,N,6,Yes,27 Farmco Pass,3806,Victoria,Australia,8
1329,Wendy,Randlesome,Female,7/15/1989,33,65,n/a,Mass Customer,N,11,No,9985 Barnett Circle,3940,Victoria,Australia,7
1330,Gery,Headrick,Male,8/2/1985,37,20,n/a,Affluent Customer,N,19,No,60855 Fieldstone Avenue,3939,Victoria,Australia,6
1331,Edward,Hawkwood,Male,3/24/1987,35,12,Telecommunications,High Net Worth,N,17,No,2 Dixon Crossing,3910,Victoria,Australia,7
1332,Garek,De la Barre,Male,5/1/1978,44,87,n/a,Mass Customer,N,12,Yes,7 Canary Trail,3977,Victoria,Australia,10
